Symbol,Particular,080-081Q3,080-081Q4,081-082Q1,081-082Q2,081-082Q3,081-082Q4,082-083Q1,082-083Q2,080-081Q2,082-083Q3,Date,Open,High,Low,Close,Percent Change,Volume,Turn Over,082-083Q4
NBL,Net Profit TTMYOY,,,211.67 Cr.-28.24 %,152.78 Cr.-46.03 %,430.98 Cr.144.92 %,377.30 Cr.127.72 %,375.91 Cr.77.60 %,461.68 Cr.202.19 %,,378.25 Cr.-12.24 %,,,,,,,,,
NBL,Revenue TTMYOY,,,"2,440.45 Cr.-7.99 %","2,344.85 Cr.-13.84 %","2,284.21 Cr.-14.14 %","2,306.86 Cr.-8.65 %","2,278.49 Cr.-6.64 %","2,200.11 Cr.-6.17 %",,"2,237.93 Cr.-2.03 %",,,,,,,,,
NESDO,PE Ratio,,131.3,91.3,120.3,-50.5,-51.0,296.4,20.3,,20.9,,,,,,,,,
NESDO,PB Ratio,,6.0,6.1,5.9,7.3,7.3,5.4,5.6,,5.8,,,,,,,,,
NESDO,PS Ratio,,10.4,9.9,9.6,7.9,7.9,8.0,8.3,,8.3,,,,,,,,,
NESDO,ROE TTM,,6.82 %,4.92 %,-,-,-,1.88 %,29.92 %,,32.31 %,,,,,,,,,
NESDO,ROA TTM,,1.43 %,1.05 %,-2.11 %,-2.14 %,-0.24 %,0.35 %,5.27 %,,5.98 %,,,,,,,,,
NESDO,Net Margin TTM,,10.84 %,8.00 %,-15.59 %,-15.57 %,-1.90 %,2.69 %,40.58 %,,46.27 %,,,,,,,,,
NESDO,Asset Turnover TTM,,13.21 %,13.16 %,13.56 %,13.76 %,12.46 %,12.82 %,12.99 %,,12.92 %,,,,,,,,,
NESDO,EPS TTMYOY,,23.29-53.76 %,16.88-57.95 %,-32.89-,-32.36-,-3.47-,4.99-70.44 %,74.93-,,85.18-,,,,,,,,,
NESDO,BVPSYOY,,349.513.54 %,345.113.37 %,221.66-35.06 %,224.72-35.00 %,263.44-24.62 %,272.45-21.05 %,269.9421.79 %,,287.4927.93 %,,,,,,,,,
NESDO,Net Profit Till QtrYOY,,6.79 Cr.-53.76 %,79.91 Lac.-70.04 %,"-1,351.87 Lac.-","-1,160.58 Lac.-",-101.00 Lac.-,3.26 Cr.308.33 %,9.32 Cr.-,,14.22 Cr.-,,,,,,,,,
NESDO,Revenue Till QtrYOY,,62.63 Cr.-2.31 %,12.09 Cr.-8.85 %,25.49 Cr.-4.38 %,37.99 Cr.-5.17 %,53.04 Cr.-15.31 %,13.08 Cr.8.17 %,26.25 Cr.2.98 %,,38.58 Cr.1.55 %,,,,,,,,,
NESDO,Net Profit TTMYOY,,6.79 Cr.-53.76 %,4.92 Cr.-57.95 %,-958.17 Lac.-,-942.72 Lac.-,-101.00 Lac.-,1.45 Cr.-70.44 %,21.83 Cr.-,,24.82 Cr.-,,,,,,,,,
NESDO,Revenue TTMYOY,,62.63 Cr.-2.31 %,61.45 Cr.0.26 %,61.46 Cr.4.31 %,60.55 Cr.4.03 %,53.04 Cr.-15.31 %,54.03 Cr.-12.08 %,53.80 Cr.-12.46 %,,53.63 Cr.-11.43 %,,,,,,,,,
NFS,PE Ratio,,,543.6,375.9,130.8,284.0,-364.0,-359.3,,-53.5,,,,,,,,,
NFS,PB Ratio,,,9.8,5.4,4.9,5.2,5.3,5.3,,4.9,,,,,,,,,
NFS,PS Ratio,,,31.7,16.6,14.6,16.6,14.9,14.7,,14.2,,,,,,,,,
NFS,ROE TTM,,,1.45 %,3.80 %,1.86 %,2.16 %,-,-,,-,,,,,,,,,
NFS,ROA TTM,,,0.39 %,0.94 %,0.43 %,0.47 %,-0.28 %,-1.68 %,,-1.11 %,,,,,,,,,
NFS,Net Margin TTM,,,4.34 %,11.14 %,5.83 %,6.41 %,-4.09 %,-26.42 %,,-16.32 %,,,,,,,,,
NFS,Asset Turnover TTM,,,8.98 %,8.47 %,7.31 %,7.28 %,6.89 %,6.36 %,,6.79 %,,,,,,,,,
NFS,EPS TTMYOY,,,1.85-,4.87190.53 %,2.3911.01 %,2.8020.02 %,-1.78-,-11.10-,,-7.55-,,,,,,,,,
NFS,BVPSYOY,,,127.852.01 %,128.990.50 %,129.031.76 %,134.513.94 %,121.70-4.81 %,121.25-6.00 %,,122.40-5.14 %,,,,,,,,,
NFS,Net Profit Till QtrYOY,,,-240.01 Lac.-,"2.05 Cr.2,424.29 %",17.01 Lac.28.96 %,2.17 Cr.20.02 %,-595.60 Lac.-,-873.49 Lac.-,,-786.25 Lac.-,,,,,,,,,
NFS,Revenue Till QtrYOY,,,8.65 Cr.31.62 %,17.31 Cr.20.23 %,22.75 Cr.3.14 %,33.91 Cr.9.26 %,8.49 Cr.-1.81 %,15.99 Cr.-7.60 %,,24.74 Cr.8.71 %,,,,,,,,,
NFS,Net Profit TTMYOY,,,1.44 Cr.-,3.78 Cr.190.53 %,1.85 Cr.11.01 %,2.17 Cr.20.02 %,-138.13 Lac.-,-861.08 Lac.-,,-585.80 Lac.-,,,,,,,,,
NFS,Revenue TTMYOY,,,33.11 Cr.22.96 %,33.95 Cr.21.32 %,31.73 Cr.8.10 %,33.91 Cr.9.26 %,33.75 Cr.1.94 %,32.60 Cr.-3.98 %,,35.89 Cr.13.13 %,,,,,,,,,
NGPL,PE Ratio,,189.8,350.6,546.4,923.5,874.8,797.2,774.1,,569.5,,,,,,,,,
NGPL,PB Ratio,,2.9,2.6,1.8,2.4,2.5,2.3,2.8,,2.9,,,,,,,,,
NGPL,PS Ratio,,70.7,73.3,87.9,125.8,130.4,118.9,137.2,,136.3,,,,,,,,,
NGPL,ROE TTM,,0.94 %,0.55 %,0.37 %,0.42 %,0.32 %,0.36 %,0.51 %,,0.59 %,,,,,,,,,
NGPL,ROA TTM,,0.74 %,0.49 %,0.36 %,0.41 %,0.31 %,0.35 %,0.46 %,,0.50 %,,,,,,,,,
NGPL,Net Margin TTM,,20.91 %,16.07 %,13.60 %,17.95 %,14.89 %,17.86 %,23.75 %,,26.39 %,,,,,,,,,
NGPL,Asset Turnover TTM,,3.55 %,3.04 %,2.63 %,2.26 %,2.08 %,1.94 %,1.93 %,,1.88 %,,,,,,,,,
NGPL,EPS TTMYOY,,0.65-62.44 %,0.48-,0.39-79.89 %,0.51-56.90 %,0.44-32.47 %,0.5413.27 %,0.7796.01 %,,0.8974.35 %,,,,,,,,,
NGPL,BVPSYOY,,86.9968.48 %,144.87178.29 %,149.9996.27 %,150.4991.36 %,155.7679.05 %,148.232.32 %,150.290.20 %,,151.520.68 %,,,,,,,,,
NGPL,Net Profit Till QtrYOY,,2.53 Cr.-62.44 %,1.77 Cr.-27.46 %,2.32 Cr.-30.13 %,2.30 Cr.-19.32 %,1.71 Cr.-32.47 %,2.17 Cr.22.51 %,3.62 Cr.55.65 %,,4.05 Cr.76.00 %,,,,,,,,,
NGPL,Revenue Till QtrYOY,,12.12 Cr.-1.85 %,4.30 Cr.-10.91 %,7.28 Cr.-10.51 %,8.95 Cr.-10.68 %,11.49 Cr.-5.18 %,4.62 Cr.7.50 %,8.44 Cr.15.90 %,,10.56 Cr.18.03 %,,,,,,,,,
NGPL,Net Profit TTMYOY,,2.53 Cr.-62.44 %,1.86 Cr.-,1.53 Cr.-79.89 %,1.98 Cr.-56.90 %,1.71 Cr.-32.47 %,2.11 Cr.13.27 %,3.00 Cr.96.01 %,,3.46 Cr.74.35 %,,,,,,,,,
NGPL,Revenue TTMYOY,,12.12 Cr.-1.85 %,11.60 Cr.-7.35 %,11.27 Cr.-9.44 %,11.05 Cr.-10.58 %,11.49 Cr.-5.18 %,11.82 Cr.1.91 %,12.65 Cr.12.29 %,,13.11 Cr.18.60 %,,,,,,,,,
NHDL,PE Ratio,,59.6,35.4,63.7,56.8,51.3,75.2,51.0,,49.9,,,,,,,,,
NHDL,PB Ratio,,5.8,5.4,6.9,6.2,5.8,5.3,5.4,,5.3,,,,,,,,,
NHDL,PS Ratio,,24.1,14.7,31.2,27.8,25.0,51.6,25.2,,24.4,,,,,,,,,
NHDL,ROE TTM,,9.89 %,15.50 %,11.81 %,11.93 %,11.90 %,7.54 %,11.34 %,,11.48 %,,,,,,,,,
NHDL,ROA TTM,,7.45 %,12.09 %,9.17 %,9.21 %,9.17 %,5.82 %,8.77 %,,9.11 %,,,,,,,,,
NHDL,Net Margin TTM,,42.03 %,41.49 %,49.04 %,49.64 %,48.73 %,68.56 %,49.50 %,,50.47 %,,,,,,,,,
NHDL,Asset Turnover TTM,,17.72 %,29.15 %,18.70 %,18.56 %,18.83 %,8.49 %,17.71 %,,18.04 %,,,,,,,,,
NHDL,EPS TTMYOY,,9.484.73 %,15.1891.59 %,11.9232.10 %,12.3529.38 %,12.6333.18 %,8.27-45.52 %,12.938.49 %,,13.428.62 %,,,,,,,,,
NHDL,BVPSYOY,,99.3711.04 %,99.375.64 %,109.3611.84 %,110.8712.15 %,111.6312.33 %,116.7517.49 %,121.7611.34 %,,123.6011.49 %,,,,,,,,,
NHDL,Net Profit Till QtrYOY,,4.01 Cr.4.73 %,4.01 Cr.150.28 %,4.35 Cr.31.10 %,4.98 Cr.32.26 %,5.34 Cr.33.18 %,2.17 Cr.-46.00 %,4.47 Cr.2.94 %,,5.32 Cr.6.71 %,,,,,,,,,
NHDL,Revenue Till QtrYOY,,9.55 Cr.-5.02 %,9.55 Cr.164.08 %,7.30 Cr.11.23 %,9.14 Cr.12.07 %,10.97 Cr.14.85 %,3.68 Cr.-61.41 %,7.39 Cr.1.20 %,,9.42 Cr.3.13 %,,,,,,,,,
NHDL,Net Profit TTMYOY,,4.01 Cr.4.73 %,6.42 Cr.91.59 %,5.04 Cr.32.10 %,5.23 Cr.29.38 %,5.34 Cr.33.18 %,3.50 Cr.-45.52 %,5.47 Cr.8.49 %,,5.68 Cr.8.62 %,,,,,,,,,
NHDL,Revenue TTMYOY,,9.55 Cr.-5.02 %,15.48 Cr.53.76 %,10.28 Cr.1.34 %,10.53 Cr.5.26 %,10.97 Cr.14.85 %,5.10 Cr.-67.04 %,11.05 Cr.7.47 %,,11.25 Cr.6.83 %,,,,,,,,,
NHPC,PE Ratio,,398.0,-224.9,-198.8,-204.2,-238.2,"1,480.6",352.8,,314.0,,,,,,,,,
NHPC,PB Ratio,,2.6,2.3,2.3,2.3,2.2,2.0,2.4,,2.9,,,,,,,,,
NHPC,PS Ratio,,137.9,139.5,141.6,145.4,92.2,26.1,28.8,,29.7,,,,,,,,,
NHPC,ROE TTM,,-,-,-,-,0.13 %,0.68 %,0.94 %,,1.28 %,,,,,,,,,
NHPC,ROA TTM,,-0.88 %,-1.07 %,-0.88 %,-0.69 %,0.10 %,0.50 %,0.67 %,,0.91 %,,,,,,,,,
NHPC,Net Margin TTM,,-61.98 %,-253.22 %,-71.32 %,-38.73 %,1.76 %,8.37 %,9.46 %,,11.37 %,,,,,,,,,
NHPC,Asset Turnover TTM,,1.42 %,0.42 %,1.23 %,1.78 %,5.55 %,5.99 %,7.10 %,,7.98 %,,,,,,,,,
NHPC,EPS TTMYOY,,-1.01-,-1.30-,-1.10-,-0.88-,0.13-,0.66-,0.91-,,1.24-,,,,,,,,,
NHPC,BVPSYOY,,100.3949.36 %,100.28-1.08 %,96.81-4.96 %,96.48-4.85 %,96.39-3.98 %,96.79-3.48 %,97.410.62 %,,97.140.68 %,,,,,,,,,
NHPC,Net Profit Till QtrYOY,,-249.46 Lac.-,-25.88 Lac.-,67.36 Lac.-23.87 %,-81.41 Lac.-,31.33 Lac.-,1.07 Cr.-,2.60 Cr.285.85 %,,1.93 Cr.-,,,,,,,,,
NHPC,Revenue Till QtrYOY,,4.03 Cr.-14.05 %,3.77 Cr.-42.21 %,5.24 Cr.-4.23 %,4.47 Cr.53.11 %,17.77 Cr.341.37 %,5.60 Cr.48.38 %,11.12 Cr.112.41 %,,13.55 Cr.203.53 %,,,,,,,,,
NHPC,Net Profit TTMYOY,,-249.46 Lac.-,-321.26 Lac.-,-270.57 Lac.-,-215.90 Lac.-,31.33 Lac.-,1.64 Cr.-,2.24 Cr.-,,3.05 Cr.-,,,,,,,,,
NHPC,Revenue TTMYOY,,4.03 Cr.-14.05 %,1.27 Cr.-73.84 %,3.79 Cr.-16.85 %,5.57 Cr.18.97 %,17.77 Cr.341.37 %,"19.59 Cr.1,444.25 %",23.65 Cr.523.46 %,,26.85 Cr.381.76 %,,,,,,,,,
NICA,PE Ratio,,,48.8,-144.1,-146.6,321.9,272.3,290.5,,379.7,,,,,,,,,
NICA,PB Ratio,,,2.2,1.8,1.8,1.8,1.6,1.7,,1.8,,,,,,,,,
NICA,PS Ratio,,,1.8,1.6,1.6,1.8,1.8,1.9,,2.2,,,,,,,,,
NICA,ROE TTM,,,1.59 %,-,-,0.54 %,0.58 %,0.48 %,,0.50 %,,,,,,,,,
NICA,ROA TTM,,,0.14 %,-0.11 %,-0.12 %,0.05 %,0.05 %,0.04 %,,0.04 %,,,,,,,,,
NICA,Net Margin TTM,,,1.31 %,-1.11 %,-1.20 %,0.56 %,0.65 %,0.56 %,,0.61 %,,,,,,,,,
NICA,Asset Turnover TTM,,,10.89 %,10.33 %,10.20 %,9.47 %,7.07 %,6.70 %,,6.27 %,,,,,,,,,
NICA,EPS TTMYOY,,,3.23-87.66 %,-2.48-,-2.52-,1.08-88.31 %,1.16-64.07 %,0.95-,,0.97-,,,,,,,,,
NICA,BVPSYOY,,,203.790.86 %,198.92-3.01 %,199.30-3.00 %,197.90-2.15 %,198.74-2.48 %,198.33-0.30 %,,172.97-13.21 %,,,,,,,,,
NICA,Net Profit Till QtrYOY,,,11.05 Cr.-89.06 %,15.17 Cr.-92.03 %,15.68 Cr.-91.81 %,16.16 Cr.-88.31 %,12.22 Cr.10.53 %,13.12 Cr.-13.54 %,,14.03 Cr.-10.49 %,,,,,,,,,
NICA,Revenue Till QtrYOY,,,849.15 Cr.-16.49 %,"1,565.29 Cr.-23.81 %","2,246.93 Cr.-23.63 %","2,881.62 Cr.-24.91 %",633.50 Cr.-25.40 %,"1,203.31 Cr.-23.13 %",,"1,748.79 Cr.-22.17 %",,,,,,,,,
NICA,Net Profit TTMYOY,,,48.20 Cr.-87.66 %,"-3,702.08 Lac.-","-3,762.46 Lac.-",16.16 Cr.-88.31 %,17.32 Cr.-64.07 %,14.10 Cr.-,,14.51 Cr.-,,,,,,,,,
NICA,Revenue TTMYOY,,,"3,669.79 Cr.-4.89 %","3,348.24 Cr.-15.33 %","3,142.36 Cr.-19.46 %","2,881.62 Cr.-24.91 %","2,665.97 Cr.-27.35 %","2,519.64 Cr.-24.75 %",,"2,383.48 Cr.-24.15 %",,,,,,,,,
NICL,PE Ratio,,24.8,23.6,29.1,50.7,58.1,40.4,60.7,,53.3,,,,,,,,,
NICL,PB Ratio,,5.2,4.7,4.7,4.1,3.6,2.9,2.9,,2.9,,,,,,,,,
NICL,PS Ratio,,11.5,9.8,10.2,6.4,8.7,7.0,6.4,,6.3,,,,,,,,,
NICL,ROE TTM,,21.41 %,16.65 %,8.27 %,7.21 %,8.19 %,5.21 %,5.62 %,,5.60 %,,,,,,,,,
NICL,ROA TTM,,11.99 %,9.03 %,4.46 %,3.95 %,4.64 %,2.80 %,3.11 %,,3.18 %,,,,,,,,,
NICL,Net Margin TTM,,41.56 %,34.88 %,12.57 %,14.92 %,17.23 %,10.60 %,11.76 %,,12.10 %,,,,,,,,,
NICL,Asset Turnover TTM,,28.85 %,25.88 %,35.45 %,26.45 %,26.95 %,26.46 %,26.41 %,,26.30 %,,,,,,,,,
NICL,EPS TTMYOY,,27.4975.13 %,22.1618.69 %,11.33-61.21 %,10.38-63.64 %,12.42-54.83 %,8.23-62.88 %,9.24-18.51 %,,9.57-7.79 %,,,,,,,,,
NICL,BVPSYOY,,139.2320.68 %,138.7016.72 %,138.954.48 %,167.4523.40 %,173.3624.52 %,171.5823.71 %,170.1122.43 %,,173.043.34 %,,,,,,,,,
NICL,Net Profit Till QtrYOY,,70.06 Cr.75.13 %,1.04 Cr.-92.88 %,8.60 Cr.-82.72 %,17.85 Cr.-70.96 %,31.65 Cr.-54.83 %,-963.79 Lac.-,49.58 Lac.-94.24 %,,10.60 Cr.-40.59 %,,,,,,,,,
NICL,Revenue Till QtrYOY,,168.58 Cr.6.31 %,27.56 Cr.-19.42 %,81.64 Cr.298.06 %,127.97 Cr.7.37 %,183.69 Cr.8.96 %,41.73 Cr.51.43 %,98.11 Cr.20.17 %,,145.95 Cr.14.05 %,,,,,,,,,
NICL,Net Profit TTMYOY,,70.06 Cr.75.13 %,56.49 Cr.18.69 %,28.89 Cr.-61.21 %,26.47 Cr.-63.64 %,31.65 Cr.-54.83 %,20.97 Cr.-62.88 %,23.54 Cr.-18.51 %,,24.40 Cr.-7.79 %,,,,,,,,,
NICL,Revenue TTMYOY,,168.58 Cr.6.31 %,161.94 Cr.8.67 %,229.72 Cr.130.35 %,177.36 Cr.12.65 %,183.69 Cr.8.96 %,197.86 Cr.22.18 %,200.15 Cr.-12.87 %,,201.66 Cr.13.70 %,,,,,,,,,
NICLBSL,PE Ratio,,117.7,103.6,93.3,84.2,87.8,-21.8,-22.6,,-30.3,,,,,,,,,
NICLBSL,PB Ratio,,5.1,4.5,4.7,4.2,4.4,4.5,4.6,,4.7,,,,,,,,,
NICLBSL,PS Ratio,,6.5,5.7,5.8,5.4,5.6,4.6,4.7,,5.1,,,,,,,,,
NICLBSL,ROE TTM,,4.28 %,2.83 %,4.65 %,4.62 %,-,-,-,,-,,,,,,,,,
NICLBSL,ROA TTM,,0.65 %,0.41 %,0.64 %,0.62 %,-2.14 %,-2.05 %,-1.99 %,,-1.54 %,,,,,,,,,
NICLBSL,Net Margin TTM,,5.52 %,3.78 %,6.18 %,6.39 %,-23.74 %,-21.20 %,-20.94 %,,-15.55 %,,,,,,,,,
NICLBSL,Asset Turnover TTM,,11.78 %,10.92 %,10.38 %,9.67 %,9.01 %,9.65 %,9.52 %,,9.89 %,,,,,,,,,
NICLBSL,EPS TTMYOY,,7.31-57.63 %,4.73-70.49 %,7.49-14.23 %,7.3184.83 %,-25.79-,-25.27-,-24.95-,,-19.72-,,,,,,,,,
NICLBSL,BVPSYOY,,168.19-8.79 %,166.52-7.02 %,147.45-8.51 %,147.24-8.58 %,121.24-27.91 %,121.77-26.87 %,122.30-17.05 %,,127.35-13.51 %,,,,,,,,,
NICLBSL,Net Profit Till QtrYOY,,12.71 Cr.-57.63 %,0.69 Lac.-99.85 %,42.14 Lac.280.83 %,12.98 Lac.3.42 %,"-4,486.65 Lac.-","90.91 Lac.13,115.09 %",1.88 Cr.346.47 %,,"10.69 Cr.8,133.81 %",,,,,,,,,
NICLBSL,Revenue Till QtrYOY,,230.46 Cr.-24.30 %,46.79 Cr.-21.20 %,90.63 Cr.-17.99 %,134.20 Cr.-19.04 %,189.00 Cr.-17.99 %,65.19 Cr.39.32 %,108.95 Cr.20.22 %,,165.85 Cr.23.58 %,,,,,,,,,
NICLBSL,Net Profit TTMYOY,,12.71 Cr.-57.63 %,8.24 Cr.-70.49 %,13.02 Cr.-14.23 %,12.72 Cr.84.83 %,"-4,486.65 Lac.-","-4,396.43 Lac.-","-4,340.65 Lac.-",,"-3,430.48 Lac.-",,,,,,,,,
NICLBSL,Revenue TTMYOY,,230.46 Cr.-24.30 %,217.87 Cr.-39.01 %,210.58 Cr.-18.15 %,198.90 Cr.-17.03 %,189.00 Cr.-17.99 %,207.39 Cr.-4.81 %,207.32 Cr.-1.55 %,,220.64 Cr.10.93 %,,,,,,,,,
NIFRA,PE Ratio,,,47.7,43.1,51.2,48.1,59.9,62.3,,64.8,,,,,,,,,55.6
NIFRA,PB Ratio,,,2.4,2.2,2.6,2.5,2.7,2.3,,2.3,,,,,,,,,2.2
NIFRA,PS Ratio,,,22.9,20.5,25.7,24.2,28.0,23.4,,24.0,,,,,,,,,22.7
NIFRA,ROE TTM,,,5.19 %,5.21 %,3.98 %,4.60 %,3.99 %,3.63 %,,3.54 %,,,,,,,,,3.90 %
NIFRA,ROA TTM,,,4.43 %,4.26 %,3.13 %,3.37 %,2.74 %,2.34 %,,2.22 %,,,,,,,,,2.38 %
NIFRA,Net Margin TTM,,,47.93 %,50.32 %,51.89 %,46.74 %,40.98 %,37.58 %,,36.96 %,,,,,,,,,40.73 %
NIFRA,Asset Turnover TTM,,,9.24 %,8.46 %,6.03 %,7.21 %,6.67 %,6.23 %,,6.00 %,,,,,,,,,5.84 %
NIFRA,EPS TTMYOY,,,5.87-15.18 %,5.94-7.27 %,4.56-23.32 %,5.34-13.27 %,4.68-20.19 %,4.27-28.11 %,,4.15-27.83 %,,,,,,,,,4.57-14.44 %
NIFRA,BVPSYOY,,,115.383.00 %,116.542.69 %,116.545.32 %,118.884.55 %,119.973.97 %,114.75-1.54 %,,115.84-1.68 %,,,,,,,,,117.22-1.40 %
NIFRA,Net Profit Till QtrYOY,,,35.09 Cr.-15.22 %,64.20 Cr.-6.96 %,64.20 Cr.-34.98 %,115.41 Cr.-13.27 %,20.85 Cr.-40.57 %,40.99 Cr.-36.15 %,,64.33 Cr.-28.53 %,,,,,,,,,98.74 Cr.-14.44 %
NIFRA,Revenue Till QtrYOY,,,62.23 Cr.-18.22 %,124.39 Cr.-15.86 %,124.39 Cr.-41.56 %,246.90 Cr.-11.29 %,62.19 Cr.-0.06 %,122.81 Cr.-1.27 %,,180.70 Cr.-2.22 %,,,,,,,,,242.40 Cr.-1.82 %
NIFRA,Net Profit TTMYOY,,,126.76 Cr.-15.18 %,128.26 Cr.-7.27 %,98.52 Cr.-23.32 %,115.41 Cr.-13.27 %,101.17 Cr.-20.19 %,92.20 Cr.-28.11 %,,89.73 Cr.-27.83 %,,,,,,,,,98.74 Cr.-14.44 %
NIFRA,Revenue TTMYOY,,,264.47 Cr.-10.87 %,254.89 Cr.-15.00 %,189.87 Cr.-34.83 %,246.90 Cr.-11.29 %,246.86 Cr.-6.66 %,245.32 Cr.-3.75 %,,242.80 Cr.-2.99 %,,,,,,,,,242.40 Cr.-1.82 %
NIL,PE Ratio,,34.8,34.6,29.4,30.5,28.1,28.0,43.2,,42.2,,,,,,,,,
NIL,PB Ratio,,4.2,4.2,3.2,3.3,3.2,2.5,2.8,,2.7,,,,,,,,,
NIL,PS Ratio,,7.9,7.9,7.3,6.2,6.0,4.7,5.2,,5.1,,,,,,,,,
NIL,ROE TTM,,14.61 %,13.17 %,11.59 %,12.09 %,9.38 %,6.62 %,6.73 %,,5.64 %,,,,,,,,,
NIL,ROA TTM,,7.55 %,6.78 %,5.98 %,6.37 %,5.05 %,3.50 %,3.54 %,,2.98 %,,,,,,,,,
NIL,Net Margin TTM,,23.23 %,24.81 %,20.28 %,21.31 %,16.76 %,12.01 %,12.40 %,,10.62 %,,,,,,,,,
NIL,Asset Turnover TTM,,32.50 %,27.34 %,29.48 %,29.89 %,30.12 %,29.17 %,28.51 %,,28.03 %,,,,,,,,,
NIL,EPS TTMYOY,,24.7323.97 %,24.1016.40 %,22.383.70 %,24.4415.08 %,19.87-19.67 %,14.33-40.55 %,14.63-34.64 %,,12.46-49.01 %,,,,,,,,,
NIL,BVPSYOY,,198.0329.42 %,221.2643.98 %,204.6722.58 %,212.2521.32 %,222.8012.51 %,220.53-0.33 %,226.5510.69 %,,223.115.12 %,,,,,,,,,
NIL,Net Profit Till QtrYOY,,68.57 Cr.23.97 %,7.05 Cr.-19.96 %,15.60 Cr.-29.48 %,36.93 Cr.-2.16 %,55.08 Cr.-19.67 %,-831.35 Lac.-,1.08 Cr.-93.09 %,,16.40 Cr.-55.61 %,,,,,,,,,
NIL,Revenue Till QtrYOY,,295.24 Cr.1.03 %,50.48 Cr.-33.99 %,120.16 Cr.9.81 %,216.14 Cr.11.75 %,328.69 Cr.11.33 %,52.63 Cr.4.25 %,118.54 Cr.-1.34 %,,212.59 Cr.-1.64 %,,,,,,,,,
NIL,Net Profit TTMYOY,,68.57 Cr.23.97 %,66.81 Cr.16.40 %,62.05 Cr.3.70 %,67.75 Cr.15.08 %,55.08 Cr.-19.67 %,39.72 Cr.-40.55 %,40.56 Cr.-34.64 %,,34.55 Cr.-49.01 %,,,,,,,,,
NIL,Revenue TTMYOY,,295.24 Cr.1.03 %,269.25 Cr.-24.56 %,305.98 Cr.23.84 %,317.97 Cr.22.57 %,328.69 Cr.11.33 %,330.84 Cr.22.87 %,327.08 Cr.6.90 %,,325.14 Cr.2.26 %,,,,,,,,,
NIMB,PE Ratio,,,15.9,13.7,11.2,10.7,12.7,11.9,,12.4,,,,,,,,,
NIMB,PB Ratio,,,1.3,1.1,1.1,1.1,1.0,1.0,,1.0,,,,,,,,,
NIMB,PS Ratio,,,1.9,1.7,1.9,2.0,2.0,2.0,,2.1,,,,,,,,,
NIMB,ROE TTM,,,8.55 %,10.23 %,10.38 %,10.57 %,8.21 %,8.42 %,,8.03 %,,,,,,,,,
NIMB,ROA TTM,,,1.05 %,1.24 %,1.25 %,1.27 %,0.97 %,0.98 %,,0.92 %,,,,,,,,,
NIMB,Net Margin TTM,,,12.42 %,15.70 %,17.34 %,18.72 %,15.42 %,16.50 %,,16.24 %,,,,,,,,,
NIMB,Asset Turnover TTM,,,8.48 %,7.87 %,7.19 %,6.77 %,6.28 %,5.91 %,,5.65 %,,,,,,,,,
NIMB,EPS TTMYOY,,,15.069.87 %,18.2555.24 %,18.9442.81 %,19.8029.98 %,15.643.84 %,16.22-11.10 %,,15.72-17.01 %,,,,,,,,,
NIMB,BVPSYOY,,,184.336.32 %,185.058.42 %,190.3910.33 %,197.389.95 %,195.896.27 %,194.775.25 %,,199.724.90 %,,,,,,,,,
NIMB,Net Profit Till QtrYOY,,,146.41 Cr.-3.82 %,283.23 Cr.57.18 %,454.00 Cr.38.61 %,675.66 Cr.29.98 %,4.50 Cr.-96.92 %,161.30 Cr.-43.05 %,,314.68 Cr.-30.69 %,,,,,,,,,
NIMB,Revenue Till QtrYOY,,,982.86 Cr.-14.55 %,"1,868.46 Cr.-15.32 %","2,680.01 Cr.-17.76 %","3,610.12 Cr.-16.17 %",834.03 Cr.-15.14 %,"1,613.85 Cr.-13.63 %",,"2,372.51 Cr.-11.47 %",,,,,,,,,
NIMB,Net Profit TTMYOY,,,514.01 Cr.9.87 %,622.87 Cr.55.24 %,646.30 Cr.42.81 %,675.66 Cr.29.98 %,533.76 Cr.3.84 %,553.74 Cr.-11.10 %,,536.34 Cr.-17.01 %,,,,,,,,,
NIMB,Revenue TTMYOY,,,"4,139.14 Cr.1.65 %","3,968.53 Cr.-12.18 %","3,727.62 Cr.-16.42 %","3,610.12 Cr.-16.17 %","3,461.29 Cr.-16.38 %","3,355.52 Cr.-15.45 %",,"3,302.62 Cr.-11.40 %",,,,,,,,,
NLG,PE Ratio,,81.2,89.2,113.7,82.2,128.1,109.3,"1,633.0",,157.0,,,,,,,,,
NLG,PB Ratio,,5.3,5.3,6.7,4.8,4.5,3.9,4.2,,3.4,,,,,,,,,
NLG,PS Ratio,,7.0,8.8,11.2,7.2,8.7,7.4,7.0,,5.5,,,,,,,,,
NLG,ROE TTM,,7.66 %,7.07 %,6.38 %,5.94 %,3.72 %,0.26 %,2.22 %,,1.62 %,,,,,,,,,
NLG,ROA TTM,,4.35 %,3.94 %,3.54 %,3.26 %,2.06 %,0.13 %,1.07 %,,0.76 %,,,,,,,,,
NLG,Net Margin TTM,,9.81 %,9.88 %,8.72 %,8.84 %,6.77 %,0.43 %,3.52 %,,2.25 %,,,,,,,,,
NLG,Asset Turnover TTM,,44.30 %,39.92 %,40.56 %,36.94 %,30.41 %,30.84 %,30.44 %,,33.91 %,,,,,,,,,
